Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,Distance_description,Price_frequence,mean_price_deviation
Opel,Vectra,1995,Sedan,27000.0,1600.0,Petrol,Manual,1800.0,26,1038.4615384615386,1,0,-0.149
Toyota,Corolla,2003,Universal,344580.0,200.0,Diesel,Manual,3500.0,18,19143.33333333333,0,0,-0.386
BMW,X3,2018,SUV,80000.0,2000.0,Petrol,Automatic,27500.0,3,26666.666666666668,1,2,0.727
Nissan,Qashqai,2018,SUV,141700.0,1500.0,Diesel,Manual,13790.0,3,47233.333333333336,1,2,0.275
Land Rover,Range Rover Sport,2018,SUV,7050.0,2000.0,Petrol,Automatic,66900.0,3,2350.0,1,1,1.496
Mercedes,C Class,1994,Sedan,446700.0,2200.0,Diesel,Manual,900.0,27,16544.444444444445,0,0,-0.896
Skoda,Octavia,2011,Universal,218000.0,1400.0,Petrol,Manual,6300.0,10,21800.0,0,2,-0.206
Renault,Clio,2018,Minivan,130000.0,1500.0,Diesel,Manual,7999.0,3,43333.333333333336,1,2,0.721
Ford,C-Max,2007,Minivan,191000.0,1600.0,Diesel,Automatic,5100.0,14,13642.857142857143,2,2,-0.328
Ford,Fusion,2014,Sedan,160000.0,2000.0,Hybrid,Automatic,11999.0,7,22857.14285714286,2,2,0.183
Fiat,500,2015,Hatchback,90000.0,1400.0,Petrol,Automatic,6100.0,6,15000.0,1,5,
Lexus,Es Series,2013,Sedan,140000.0,2500.0,Hybrid,Automatic,16990.0,8,17500.0,1,2,0.009
BMW,5 Series,2006,Sedan,280000.0,3000.0,Diesel,Automatic,3900.0,15,18666.666666666668,0,0,-0.621
Seat,Ibiza,2010,Universal,210000.0,1200.0,Diesel,Manual,4650.0,11,19090.90909090909,2,0,-0.052
KIA,Optima,2016,Sedan,222845.0,1999.0,Metan/Propan,Automatic,12900.0,5,44569.0,0,2,-0.076
Renault,Kadjar,2016,SUV,125900.0,1500.0,Diesel,Automatic,12690.0,5,25180.0,1,2,-0.036
Renault,Scenic,2005,Minivan,600000.0,1500.0,Diesel,Manual,1999.0,16,37500.0,0,0,-0.637
Audi,A5,2014,Sedan,185000.0,1998.0,Diesel,Automatic,16299.0,7,26428.571428571428,2,2,0.173
KIA,Picanto,2014,Hatchback,162797.0,998.0,Petrol,Automatic,6500.0,7,23256.714285714286,2,5,
Skoda,Octavia,2015,Universal,115000.0,1800.0,Petrol,Automatic,13450.0,6,19166.666666666668,1,2,0.696
Mercedes,A Class,2000,Hatchback,170000.0,1400.0,Petrol,Manual,2000.0,21,8095.238095238095,2,0,-0.639
Volkswagen,Passat CC,2009,Sedan,102000.0,2000.0,Petrol,Automatic,7700.0,12,8500.0,1,2,-0.213
Nissan,Juke,2014,Crossover,156321.0,1500.0,Diesel,Manual,8000.0,7,22331.571428571428,2,2,-0.127
Renault,Clio,2007,Hatchback,231000.0,1500.0,Diesel,Manual,3200.0,14,16500.0,0,0,-0.311
Mercedes,E Class,2014,Sedan,330000.0,2000.0,Metan/Propan,Automatic,18300.0,7,47142.857142857145,0,2,0.684
Volkswagen,Golf,1989,Hatchback,240000.0,1600.0,Petrol,Manual,650.0,32,7500.0,0,0,-0.886
Vaz,2105,1992,Sedan,92341.0,1300.0,Petrol,Manual,1000.0,29,3184.1724137931037,1,0,-0.777
Other,Korando,1994,SUV,321485.0,2300.0,Diesel,Manual,850.0,27,11906.851851851852,0,3,
Skoda,Fabia,2014,Universal,190000.0,1600.0,Diesel,Manual,7500.0,7,27142.85714285714,2,2,0.551
Citroen,Nemo,2011,Minivan,164000.0,1500.0,Diesel,Manual,3500.0,10,16400.0,2,3,
KIA,Ceed,2014,Hatchback,157633.0,1396.0,Diesel,Manual,6700.0,7,22519.0,2,2,0.185
Peugeot,5008,2011,Minivan,259825.0,1600.0,Petrol,Manual,7250.0,10,25982.5,0,5,
Porsche,911,2014,Roadster,70000.0,3800.0,Petrol,Automatic,84500.0,7,10000.0,1,4,
Volkswagen,Caravelle,2012,Minivan,214000.0,2000.0,Diesel,Automatic,15999.0,9,23777.777777777777,2,2,0.592
Opel,Corsa,2008,Hatchback,252000.0,1300.0,Diesel,Manual,4000.0,13,19384.615384615383,0,0,0.095
Mitsubishi,Carisma,2002,Hatchback,397000.0,1800.0,Petrol,Manual,1000.0,19,20894.736842105263,0,3,
BMW,5 Series,2016,Sedan,109000.0,2000.0,Petrol,Automatic,18000.0,5,21800.0,1,2,0.749
Peugeot,605,1999,Sedan,150000.0,1900.0,Diesel,Manual,400.0,22,6818.181818181818,2,3,
Ford,Galaxy,1999,Minivan,290000.0,2300.0,Metan/Propan,Manual,2900.0,22,13181.818181818182,0,0,-0.341
Renault,Scenic,2010,Combi,251000.0,1500.0,Diesel,Manual,4990.0,11,22818.18181818182,0,0,-0.093
Volkswagen,Passat,2011,Universal,166500.0,1400.0,Petrol,Manual,8299.0,10,16650.0,2,2,0.27
Opel,Zafira,2000,Minivan,256700.0,1600.0,Petrol,Manual,3000.0,21,12223.809523809525,0,0,-0.291
Porsche,Cayenne,2008,SUV,139000.0,4800.0,Petrol,Automatic,12999.0,13,10692.307692307691,1,2,-0.633
Renault,Megane,2012,Universal,242650.0,1500.0,Diesel,Automatic,6000.0,9,26961.11111111111,0,2,0.068
Audi,Q5,2011,Crossover,200000.0,2000.0,Petrol,Automatic,16900.0,10,20000.0,2,2,-0.135
Opel,Astra,2015,Universal,120000.0,1300.0,Diesel,Manual,7300.0,6,20000.0,1,2,0.654
Ford,Focus,2015,Universal,174000.0,1500.0,Diesel,Manual,8600.0,6,29000.0,2,2,0.372
Ford,Ranger,2015,Pickup,190000.0,2200.0,Diesel,Manual,15950.0,6,31666.666666666668,2,5,
Volvo,V60,2013,Universal,211125.0,1600.0,Diesel,Manual,9000.0,8,26390.625,2,2,-0.366
Chevrolet,Captiva,2011,Crossover,98600.0,2400.0,Metan/Propan,Automatic,11250.0,10,9860.0,1,2,0.111
Ford,Fusion,2014,Sedan,187000.0,1999.0,Hybrid,Automatic,11100.0,7,26714.285714285717,2,2,0.094
Volkswagen,Polo,2015,Hatchback,192000.0,1450.0,Diesel,Manual,6650.0,6,32000.0,2,2,0.457
Mitsubishi,Outlander,2008,Crossover,170000.0,2360.0,Petrol,Automatic,8300.0,13,13076.923076923076,2,2,-0.269
Opel,Astra,2011,Universal,153000.0,1300.0,Diesel,Manual,6000.0,10,15300.0,2,2,0.359
Dacia,Duster,2010,SUV,120000.0,1500.0,Diesel,Manual,7600.0,11,10909.09090909091,1,2,-0.118
BMW,X5,2009,Universal,125000.0,3000.0,Metan/Propan,Automatic,16500.0,12,10416.666666666666,1,2,-0.138
Ford,Edge,2016,SUV,147000.0,2000.0,Diesel,Automatic,22500.0,5,29400.0,2,5,
Ford,C-Max,2015,Hatchback,151000.0,2000.0,Plug-in Hybrid,Automatic,12600.0,6,25166.666666666668,2,2,0.661
Renault,Scenic,2015,Minivan,146000.0,1461.0,Diesel,Automatic,7400.0,6,24333.33333333333,2,2,0.345
Mercedes,Citan,2013,Minivan,210000.0,1500.0,Diesel,Manual,6800.0,8,26250.0,2,2,-0.127
Toyota,Prius,2007,Hatchback,260000.0,1500.0,Hybrid,Automatic,6500.0,14,18571.42857142857,0,2,-0.214
Renault,Kangoo,2010,Combi,235000.0,1500.0,Diesel,Manual,4300.0,11,21363.636363636364,0,0,0.108
Hyundai,Santa FE,2019,SUV,17150.0,2200.0,Diesel,Automatic,37100.0,2,8575.0,1,2,1.264
Hyundai,Tucson,2004,Crossover,217322.0,2000.0,Petrol,Manual,4900.0,17,12783.64705882353,0,0,-0.624
BMW,5 Series,1996,Universal,310000.0,2000.0,Metan/Propan,Manual,3100.0,25,12400.0,0,0,-0.699
Land Rover,Discovery,2019,SUV,21000.0,3000.0,Diesel,Automatic,61000.0,2,10500.0,1,1,1.781
Honda,Accord,2018,Sedan,47000.0,1500.0,Petrol,Automatic,17799.0,3,15666.666666666666,1,2,1.316
Mercedes,Vito,2012,Minivan,165000.0,2190.0,Diesel,Automatic,15300.0,9,18333.33333333333,2,2,0.922
Ford,Fusion,2014,Sedan,173000.0,2000.0,Hybrid,Automatic,10699.0,7,24714.285714285717,2,2,0.055
Dacia,Duster,2014,Crossover,86000.0,1500.0,Diesel,Manual,9300.0,7,12285.714285714286,1,2,0.079
Hyundai,Santa FE,2019,SUV,45630.0,2200.0,Diesel,Automatic,28050.0,2,22815.0,1,2,0.712
Renault,Grand Scenic,2013,Minivan,144500.0,1500.0,Diesel,Automatic,8500.0,8,18062.5,1,2,0.21
Opel,Astra,2011,Universal,127500.0,1400.0,Petrol,Manual,5700.0,10,12750.0,1,2,0.291
Ford,Fusion,2007,Hatchback,245000.0,1400.0,Diesel,Automatic,4200.0,14,17500.0,0,0,-0.586
KIA,Sportage,2015,SUV,141700.0,1995.0,Diesel,Automatic,15750.0,6,23616.666666666668,1,2,0.187
Volkswagen,Passat,2008,Sedan,166000.0,1800.0,Petrol,Manual,6200.0,13,12769.23076923077,2,2,-0.051
BMW,X5,2006,SUV,111111.0,3000.0,Metan/Propan,Automatic,11000.0,15,7407.4,1,2,-0.426
KIA,Optima,2015,Sedan,160662.0,1685.0,Diesel,Automatic,11140.0,6,26777.0,2,2,-0.202
Volkswagen,Caddy,2006,Minivan,220000.0,1999.0,Metan/Propan,Manual,5999.0,15,14666.666666666666,0,2,0.066
KIA,Altele,2017,Sedan,80370.0,2359.0,Hybrid,Automatic,22900.0,4,20092.5,1,2,0.531
Audi,100,1992,Sedan,300000.0,1984.0,Metan/Propan,Manual,2250.0,29,10344.827586206897,0,0,0.079
Mercedes,A Class,2006,Hatchback,120000.0,1500.0,Petrol,Automatic,4600.0,15,8000.0,1,0,-0.17
BMW,5 Series,2013,Sedan,133000.0,2000.0,Diesel,Automatic,21800.0,8,16625.0,1,2,1.118
Nissan,Qashqai,2010,Crossover,255000.0,1481.0,Diesel,Manual,7600.0,11,23181.81818181818,0,2,-0.297
Volkswagen,Touran,2012,Minivan,190000.0,1600.0,Diesel,Automatic,8800.0,9,21111.11111111111,2,2,0.307
Renault,Grand Scenic,2016,Minivan,159000.0,1500.0,Diesel,Automatic,9500.0,5,31800.0,2,2,0.353
KIA,Rio,2004,Universal,181000.0,1400.0,Petrol,Manual,2400.0,17,10647.058823529413,2,0,-0.32
Volkswagen,Touran,2012,Minivan,180000.0,1600.0,Diesel,Automatic,8800.0,9,20000.0,2,2,0.307
Volkswagen,Golf,2011,Universal,115000.0,1400.0,Petrol,Automatic,7200.0,10,11500.0,1,2,0.257
Toyota,Auris,2014,Universal,225000.0,1800.0,Hybrid,Automatic,9200.0,7,32142.85714285714,0,2,0.118
Lexus,CT Series,2011,Hatchback,143500.0,1800.0,Hybrid,Automatic,11600.0,10,14350.0,1,2,0.014
Volkswagen,Touran,2008,Minivan,232000.0,1400.0,Petrol,Automatic,6800.0,13,17846.153846153848,0,2,0.01
Hyundai,Sonata,2016,Sedan,127500.0,1999.0,Metan/Propan,Automatic,9800.0,5,25500.0,1,2,-0.019
Mercedes,E Class,2018,Sedan,73000.0,2143.0,Diesel,Automatic,32900.0,3,24333.33333333333,1,2,2.028
Skoda,Superb,2013,Sedan,129000.0,1800.0,Petrol,Automatic,10999.0,8,16125.0,1,2,-0.172
Lexus,RX Series,2005,SUV,190000.0,300.0,Metan/Propan,Automatic,11000.0,16,11875.0,2,2,-0.46
BMW,7 Series,1996,Sedan,500000.0,2800.0,Metan/Propan,Automatic,3500.0,25,20000.0,0,0,-0.797
Toyota,Avensis Verso,2005,Minivan,230000.0,1995.0,Diesel,Manual,7000.0,16,14375.0,0,2,0.462
Volkswagen,Golf,2001,Hatchback,190000.0,1600.0,Metan/Propan,Manual,2900.0,20,9500.0,2,0,-0.494
Dacia,Sandero,2010,Hatchback,180000.0,1200.0,Petrol,Manual,3850.0,11,16363.636363636364,2,0,-0.018
Skoda,Superb,2009,Sedan,190000.0,1800.0,Petrol,Automatic,9700.0,12,15833.333333333334,2,2,-0.27
Toyota,Prius,2013,Hatchback,243550.0,1798.0,Hybrid,Automatic,8650.0,8,30443.75,0,2,0.046
Volkswagen,Vento,1996,Sedan,144000.0,1800.0,Metan/Propan,Manual,1700.0,25,5760.0,1,0,-0.298
Renault,Grand Scenic,2014,Universal,170000.0,1500.0,Diesel,Automatic,8500.0,7,24285.714285714286,2,2,0.21
Mercedes,C Class,2010,Sedan,222222.0,2200.0,Diesel,Automatic,10900.0,11,20202.0,0,2,0.258
BMW,X5,2014,Crossover,185000.0,2500.0,Diesel,Automatic,28500.0,7,26428.571428571428,2,2,0.488
Volkswagen,Golf,2010,Sedan,190000.0,1400.0,Petrol,Automatic,7699.0,11,17272.727272727272,2,2,0.344
Renault,Captur,2015,Crossover,25000.0,1500.0,Diesel,Automatic,7950.0,6,4166.666666666667,1,2,-0.163
Ford,S-Max,2006,Minivan,201000.0,1800.0,Diesel,Manual,4200.0,15,13400.0,2,3,
Mercedes,M Class,2014,Crossover,124371.0,2500.0,Diesel,Automatic,34900.0,7,17767.285714285714,1,2,1.194
Renault,Megane,2004,Universal,20000.0,1500.0,Diesel,Manual,1700.0,17,1176.470588235294,1,0,-0.697
Renault,Megane,2009,Universal,120000.0,1500.0,Diesel,Manual,3200.0,12,10000.0,1,0,-0.43
Renault,Megane,2016,Universal,89000.0,1500.0,Diesel,Manual,5600.0,5,17800.0,1,2,-0.003
Honda,Accord,1998,Sedan,190000.0,2000.0,Petrol,Manual,1850.0,23,8260.869565217392,2,0,-0.759
Volkswagen,Touareg,2009,Crossover,190000.0,3000.0,Diesel,Automatic,9999.0,12,15833.333333333334,2,2,-0.239
Honda,CR-V,2008,SUV,178000.0,2200.0,Diesel,Automatic,9299.0,13,13692.307692307691,2,2,-0.257
Toyota,Avensis,2008,Universal,123000.0,2000.0,Diesel,Manual,6599.0,13,9461.53846153846,1,2,-0.068
Volkswagen,Sharan,2009,Minivan,190000.0,1900.0,Diesel,Manual,5950.0,12,15833.333333333334,2,2,-0.095
Volkswagen,Passat,2005,Universal,122000.0,1900.0,Diesel,Manual,3299.0,16,7625.0,1,0,-0.495
Volkswagen,Transporter,2003,Minivan,120000.0,1900.0,Diesel,Manual,2950.0,18,6666.666666666667,1,0,-0.506
Land Rover,Range Rover,2015,SUV,120000.0,3000.0,Diesel,Automatic,12500.0,6,20000.0,1,2,-0.58
Opel,Meriva,2009,Hatchback,219500.0,1248.0,Diesel,Manual,3900.0,12,18291.666666666668,0,0,-0.093
Dacia,Logan,2010,Sedan,54818.0,1400.0,Petrol,Manual,2000.0,11,4983.454545454545,1,0,-0.415
Honda,Insight,2009,Hatchback,1234.0,1300.0,Hybrid,Automatic,5500.0,12,102.83333333333331,1,2,-0.258
Volkswagen,Touran,2008,Universal,190000.0,1400.0,Petrol,Automatic,5500.0,13,14615.384615384615,2,2,-0.183
Mercedes,E Class,2018,Sedan,75000.0,1950.0,Diesel,Automatic,31800.0,3,25000.0,1,2,1.926
KIA,Picanto,2006,Hatchback,150000.0,1000.0,Petrol,Automatic,3880.0,15,10000.0,2,3,
Hyundai,i30,2009,Hatchback,180000.0,1400.0,Petrol,Manual,4200.0,12,15000.0,2,0,-0.326
BMW,7 Series,2020,Sedan,15000.0,2998.0,Diesel,Automatic,77000.0,1,15000.0,1,1,3.475
Mercedes,E Class,2014,Sedan,268000.0,1999.0,Metan/Propan,Automatic,14500.0,7,38285.71428571428,0,2,0.334
Toyota,Auris,2008,Hatchback,300000.0,1400.0,Diesel,Manual,5000.0,13,23076.92307692308,0,0,-0.392
Opel,Astra,2012,Universal,147880.0,1300.0,Diesel,Manual,6100.0,9,16431.11111111111,2,2,0.382
Opel,Astra,2005,Hatchback,169000.0,1400.0,Petrol,Manual,3200.0,16,10562.5,2,0,-0.275
Opel,Astra,2010,Hatchback,232000.0,1400.0,Petrol,Manual,4250.0,11,21090.90909090909,0,0,-0.037
Fiat,Grande Punto 5D,2010,Hatchback,153000.0,1300.0,Diesel,Manual,3850.0,11,13909.09090909091,2,3,
Volkswagen,Touran,2004,Minivan,28000.0,200.0,Diesel,Automatic,5500.0,17,1647.0588235294117,1,2,-0.183
Lexus,NX Series,2015,Crossover,197000.0,2500.0,Hybrid,Automatic,22500.0,6,32833.333333333336,2,2,-0.16
Mercedes,A Class,2015,Hatchback,120000.0,1500.0,Diesel,Manual,12500.0,6,20000.0,1,2,1.255
Renault,Laguna,2001,Hatchback,344000.0,1800.0,Metan/Propan,Manual,2600.0,20,17200.0,0,0,-0.426
Audi,A6,2006,Sedan,268000.0,2400.0,Metan/Propan,Manual,6700.0,15,17866.666666666668,0,2,-0.331
Volkswagen,Jetta,2006,Sedan,186000.0,1600.0,Petrol,Manual,4700.0,15,12400.0,2,0,-0.396
Renault,Megane,2005,Hatchback,350000.0,1600.0,Petrol,Manual,3400.0,16,21875.0,0,0,-0.395
BMW,5 Series,2004,Sedan,308000.0,2500.0,Diesel,Automatic,8000.0,17,18117.647058823528,0,2,-0.223
Peugeot,307,2005,Cabriolet,200000.0,2000.0,Petrol,Manual,3400.0,16,12500.0,2,0,0.144
KIA,Sportage,2011,Crossover,105000.0,2000.0,Petrol,Automatic,12000.0,10,10500.0,1,2,-0.095
Mercedes,Altele,2012,Minivan,30033.0,2200.0,Diesel,Manual,7900.0,9,3337.0,1,2,-0.472
Porsche,Panamera,2012,Hatchback,120000.0,3000.0,Diesel,Automatic,34500.0,9,13333.333333333334,1,5,
Toyota,Rav 4,2008,SUV,94000.0,2000.0,Petrol,Automatic,9800.0,13,7230.7692307692305,1,2,-0.265
Hyundai,Tucson,2017,SUV,135000.0,1995.0,Diesel,Automatic,17300.0,4,33750.0,1,2,0.328
KIA,Pride,2015,Hatchback,139000.0,1400.0,Petrol,Automatic,7300.0,6,23166.666666666668,1,5,
Seat,Alhambra,2006,Minivan,290000.0,1900.0,Diesel,Manual,5550.0,15,19333.33333333333,0,2,-0.201
Honda,CR-V,2015,Crossover,104000.0,1600.0,Diesel,Manual,17600.0,6,17333.333333333332,1,2,0.407
Vaz,2109,1989,Hatchback,200000.0,1100.0,Petrol,Manual,300.0,32,6250.0,2,0,-0.904
Seat,Ibiza,2011,Universal,152200.0,1200.0,Diesel,Manual,5150.0,10,15220.0,2,2,0.05
Volkswagen,Touran,2007,Minivan,170000.0,1400.0,Petrol,Automatic,5800.0,14,12142.857142857143,2,2,-0.139
Mercedes,S Class,2002,Sedan,318000.0,3996.0,Diesel,Automatic,9000.0,19,16736.842105263157,0,2,-0.496
Vaz,2107,2007,Sedan,50000.0,1500.0,Metan/Propan,Manual,300.0,14,3571.428571428572,1,0,-0.927
Opel,Astra,1993,Hatchback,353000.0,1400.0,Petrol,Manual,1400.0,28,12607.142857142857,0,0,-0.683
Skoda,Octavia,2012,Coupe,17000.0,1200.0,Petrol,Manual,6400.0,9,1888.888888888889,1,2,-0.193
Skoda,Octavia,2004,Universal,300000.0,1600.0,Petrol,Manual,4150.0,17,17647.058823529413,0,0,-0.477
Lexus,IS Series,2009,Sedan,257000.0,2200.0,Diesel,Manual,8100.0,12,21416.666666666668,0,2,-0.388
Nissan,Qashqai+2,2010,SUV,171000.0,1500.0,Diesel,Manual,7700.0,11,15545.454545454546,2,2,-0.076
Ford,Focus,2015,Universal,172500.0,1500.0,Diesel,Manual,7290.0,6,28750.0,2,2,0.163
Nissan,Qashqai,2007,Crossover,260000.0,1500.0,Diesel,Manual,6500.0,14,18571.42857142857,0,2,-0.399
Nissan,Qashqai,2013,Crossover,53000.0,1500.0,Diesel,Manual,10600.0,8,6625.0,1,2,-0.02
Renault,Captur,2013,Crossover,171000.0,1500.0,Diesel,Manual,7850.0,8,21375.0,2,2,-0.174
Mercedes,Vito,2005,Minivan,324000.0,2200.0,Diesel,Manual,7650.0,16,20250.0,0,2,-0.039
Volkswagen,Tiguan,2013,SUV,128000.0,1400.0,Petrol,Manual,11800.0,8,16000.0,1,2,-0.035
Vaz,2115,2005,Sedan,152000.0,1500.0,Petrol,Manual,1150.0,16,9500.0,2,0,-0.318
Ford,Tourneo Connect,2014,Combi,111111.0,1500.0,Diesel,Manual,4200.0,7,15873.0,1,3,
Hyundai,Getz,2004,Hatchback,107000.0,1100.0,Petrol,Manual,2490.0,17,6294.117647058823,1,0,-0.096
Renault,Clio4,2018,Minivan,58000.0,1149.0,Metan/Propan,Manual,7799.0,3,19333.33333333333,1,5,
Ford,B-Max,2013,Microvan,144000.0,1000.0,Petrol,Manual,5650.0,8,18000.0,1,5,
Mercedes,E Class,2008,Sedan,201182.0,3000.0,Diesel,Automatic,5900.0,13,15475.53846153846,2,2,-0.457
Toyota,Prius,2012,Hatchback,163000.0,1800.0,Hybrid,Automatic,9500.0,9,18111.11111111111,2,2,0.148
Volkswagen,Jetta,2013,Sedan,130000.0,1400.0,Hybrid,Automatic,8000.0,8,16250.0,1,2,0.029
BMW,X3,2018,Crossover,100500.0,1998.0,Diesel,Automatic,32900.0,3,33500.0,1,2,1.066
Mitsubishi,Galant,1994,Sedan,296440.0,1800.0,Petrol,Manual,1050.0,27,10979.25925925926,0,0,-0.489
BMW,3 Series,2004,Sedan,280000.0,2000.0,Metan/Propan,Manual,4499.0,17,16470.58823529412,0,0,-0.351
Mazda,6,2004,Sedan,193000.0,2300.0,Metan/Propan,Automatic,3750.0,17,11352.941176470587,2,0,-0.358
BMW,X5,2015,Crossover,192000.0,2500.0,Diesel,Automatic,29299.0,6,32000.0,2,2,0.53
Renault,Megane,2012,Universal,215000.0,1500.0,Diesel,Manual,5800.0,9,23888.88888888889,0,2,0.033
Nissan,Almera,1996,Hatchback,200000.0,1400.0,Metan/Propan,Manual,1750.0,25,8000.0,2,0,-0.193
Renault,Scenic,2013,Hatchback,245000.0,1500.0,Diesel,Automatic,6650.0,8,30625.0,0,2,0.209
BMW,7 Series,1990,Sedan,30000.0,3500.0,Petrol,Manual,1500.0,31,967.741935483871,1,0,-0.913
Renault,Laguna,2000,Universal,20000.0,1900.0,Diesel,Manual,350.0,21,952.3809523809524,1,0,-0.923
Other,Caliber,2007,Hatchback,195000.0,2000.0,Petrol,Automatic,5200.0,14,13928.57142857143,2,5,
Volkswagen,Bora,2000,Universal,270000.0,1900.0,Diesel,Manual,4500.0,21,12857.142857142857,0,0,0.466
Dacia,Sandero Stepway,2017,Hatchback,87000.0,900.0,Petrol,Manual,6800.0,4,21750.0,1,2,0.089
Mercedes,E Class,2013,Sedan,97900.0,2143.0,Diesel,Automatic,19500.0,8,12237.5,1,2,0.794
Dacia,Sandero,2008,Hatchback,226000.0,1400.0,Petrol,Manual,2750.0,13,17384.615384615383,0,0,-0.299
BMW,7 Series,2018,Sedan,85000.0,3000.0,Diesel,Automatic,44900.0,3,28333.33333333333,1,2,1.609
Nissan,Qashqai,2017,SUV,125100.0,1500.0,Diesel,Manual,14290.0,4,31275.0,1,2,0.321
BMW,5 Series,1991,Sedan,321654.0,1750.0,Petrol,Manual,2000.0,30,10721.8,0,0,-0.806
Opel,Zafira,2001,Minivan,410100.0,1800.0,Metan/Propan,Manual,1600.0,20,20505.0,0,0,-0.622
Mercedes,Series (W124),1991,Sedan,385241.0,2000.0,Petrol,Manual,650.0,30,12841.366666666669,0,0,-0.795
Renault,Megane,2003,Hatchback,170000.0,1400.0,Metan/Propan,Manual,2900.0,18,9444.444444444443,2,0,-0.484
Opel,Astra,2007,Hatchback,260000.0,1400.0,Petrol,Manual,2650.0,14,18571.42857142857,0,0,-0.4
KIA,Sportage,2019,Crossover,43000.0,1600.0,Petrol,Automatic,18100.0,2,21500.0,1,2,0.365
Volkswagen,Golf,2012,Universal,167000.0,1400.0,Petrol,Manual,5900.0,9,18555.555555555555,2,2,0.03
Honda,Jazz,2012,Hatchback,133000.0,1400.0,Hybrid,Automatic,7999.0,9,14777.777777777776,1,2,0.661
Opel,Meriva,2010,Hatchback,182000.0,1400.0,Metan/Propan,Manual,3999.0,11,16545.454545454544,2,0,-0.07
Volkswagen,Golf,2002,Universal,305000.0,1900.0,Diesel,Manual,4150.0,19,16052.631578947368,0,0,-0.275
Audi,Q5,2018,Crossover,20000.0,2000.0,Petrol,Automatic,33000.0,3,6666.666666666667,1,2,0.69
Volkswagen,Passat,2015,Sedan,85000.0,1800.0,Petrol,Automatic,11800.0,6,14166.666666666666,1,2,0.806
BMW,X5,2016,SUV,162000.0,2000.0,Plug-in Hybrid,Automatic,29990.0,5,32400.0,2,2,0.566
Toyota,Corolla Verso,2009,Minivan,139200.0,1794.0,Petrol,Manual,7500.0,12,11600.0,1,2,0.337
Toyota,Auris,2015,Hatchback,149121.0,1400.0,Diesel,Manual,8320.0,6,24853.5,2,2,0.011
Skoda,Fabia,2016,Universal,174000.0,1400.0,Diesel,Manual,8200.0,5,34800.0,2,2,0.696
Hyundai,Tucson,2017,SUV,115000.0,1995.0,Diesel,Automatic,17500.0,4,28750.0,1,2,0.343
Toyota,Rav 4,2019,SUV,16750.0,2487.0,Hybrid,Automatic,28500.0,2,8375.0,1,2,1.138
Volkswagen,Passat,2014,Sedan,159000.0,2000.0,Diesel,Automatic,10900.0,7,22714.285714285717,2,2,0.668
Volkswagen,Passat,2017,Sedan,63460.0,1798.0,Petrol,Automatic,19900.0,4,15865.0,1,2,2.046
Renault,Scenic,2014,Minivan,230000.0,1500.0,Diesel,Manual,6800.0,7,32857.142857142855,0,2,0.236
Honda,Jazz,2002,Minivan,320000.0,1400.0,Petrol,Manual,3300.0,19,16842.105263157893,0,0,-0.315
Renault,Grand Scenic,2014,Minivan,203500.0,1500.0,Diesel,Manual,8900.0,7,29071.42857142857,2,2,0.267
Toyota,Corolla,2008,Sedan,286000.0,1400.0,Diesel,Automatic,6800.0,13,22000.0,0,2,0.192
Ford,Fiesta 5D,2011,Hatchback,196000.0,1300.0,Petrol,Manual,3650.0,10,19600.0,2,3,
Vaz,2121niva,2011,SUV,10000.0,1700.0,Metan/Propan,Manual,6500.0,10,1000.0,1,2,1.087
Lexus,IS Series,2014,Sedan,156000.0,2500.0,Hybrid,Automatic,21000.0,7,22285.714285714286,2,2,0.586
BMW,5 Series,2006,Sedan,150000.0,4490.0,Petrol,Manual,10900.0,15,10000.0,2,2,0.059
BMW,M Models,2001,Sedan,100000.0,4394.0,Petrol,Manual,19900.0,20,5000.0,1,2,-0.503
Audi,A6,2006,Universal,312000.0,2000.0,Diesel,Automatic,8500.0,15,20800.0,0,2,-0.152
Honda,CR-V,2008,SUV,123000.0,2400.0,Petrol,Automatic,9500.0,13,9461.53846153846,1,2,-0.241
Mercedes,Viano,2012,Minivan,216000.0,2200.0,Diesel,Manual,15999.0,9,24000.0,0,2,0.175
Ford,Focus,2015,Sedan,86000.0,1999.0,Petrol,Automatic,6500.0,6,14333.333333333334,1,2,0.037
Chevrolet,Trax,2014,Universal,65200.0,1400.0,Petrol,Manual,7800.0,7,9314.285714285714,1,2,-0.315
Renault,Grand Scenic,2013,Minivan,200000.0,1500.0,Diesel,Manual,6900.0,8,25000.0,2,2,-0.017
Volkswagen,Golf,2008,Universal,220000.0,1400.0,Petrol,Manual,4800.0,13,16923.076923076922,0,0,-0.162
Dacia,Logan,2006,Sedan,215928.0,1400.0,Metan/Propan,Manual,2500.0,15,14395.2,0,0,-0.269
Audi,A5,2015,Sedan,135000.0,2000.0,Diesel,Automatic,18900.0,6,22500.0,1,2,0.36
Infiniti,Q Series,2016,Crossover,90000.0,1500.0,Diesel,Automatic,15500.0,5,18000.0,1,5,
BMW,X3,2007,SUV,205000.0,2000.0,Diesel,Manual,9500.0,14,14642.857142857143,2,2,-0.403
Mitsubishi,Pajero,1983,SUV,122500.0,2800.0,Diesel,Manual,10000.0,38,3223.684210526316,1,2,0.135
